numeroconfiguraciones,mediaerror,deviacion,5,2,1.5,1,0.5,0.2,0.1,0.01,0
100,0.1368758539,0.0147190809,1,1,1,1,1,0.9999910096,0.0061172135,3.3529211884444E-018,7.07452048909508E-021
101,0.1362614678,0.0125258787,1,1,1,1,1,0.9999998196,0.0018962513,3.38462719150633E-024,7.30557449016632E-028
102,0.1369829023,0.0129705705,1,1,1,1,1,0.9999994085,0.0021770884,6.20997553705015E-023,2.25780050880719E-026
103,0.1345701789,0.0141040277,1,1,1,1,1,0.9999982502,0.0071213043,5.12993059880081E-019,7.05544504676014E-022
104,0.1332826988,0.0140584054,1,1,1,1,1,0.9999989612,0.0089553514,8.9871800215209E-019,1.2636251702785E-021
105,0.1352797412,0.0150965677,1,1,1,1,1,0.9999909483,0.0097212066,5.26913645543415E-017,1.6093170570978E-019
106,0.1328942896,0.0166500551,1,1,1,1,1,0.9999721542,0.0240985493,7.85442551064219E-014,7.22168723026748E-016
107,0.1324366155,0.0148260377,1,1,1,1,1,0.9999974065,0.0143415705,7.39331687424054E-017,2.07859290802335E-019
108,0.1348367444,0.0140273265,1,1,1,1,1,0.9999983033,0.006505074,2.8039460821735E-019,3.54270904008221E-022
109,0.1336074918,0.014122358,1,1,1,1,1,0.999998707,0.0086625092,1.04237088450136E-018,1.52933969042527E-021
110,0.1347724189,0.0150403175,1,1,1,1,1,0.999992773,0.0103902984,5.38996897065776E-017,1.61249027470676E-019
111,0.1361176004,0.0143237101,1,1,1,1,1,0.9999959002,0.0058423602,6.55349987166613E-019,1.02006638048897E-021
112,0.1339723317,0.013726263,1,1,1,1,1,0.9999992465,0.0066620387,8.44652523987975E-020,8.33375099863675E-023
113,0.1295391829,0.0136000021,1,1,1,1,1,0.9999998896,0.0149278916,7.50170241540726E-019,8.25698864642016E-022
114,0.1327601518,0.0125627342,1,1,1,1,1,0.9999999566,0.0045573118,7.44142719113506E-023,2.10173889372552E-026
115,0.1328494585,0.0140517658,1,1,1,1,1,0.9999991183,0.0097002154,1.1386779895904E-018,1.62611883228452E-021
116,0.1313130105,0.0133150833,1,1,1,1,1,0.9999998756,0.0093440536,4.08331938174905E-020,3.04205227396823E-023
117,0.1299966541,0.0130621513,1,1,1,1,1,0.9999999582,0.0108249145,2.02742204129045E-020,1.23380714708805E-023
118,0.1298346198,0.0135903519,1,1,1,1,1,0.9999998784,0.0140717803,5.84567877451793E-019,6.27294996860826E-022
119,0.1272673638,0.0141361645,1,1,1,1,1,0.9999998663,0.0268711293,5.4038631156491E-017,1.09853383146725E-019
120,0.1286731838,0.0149999026,1,1,1,1,1,0.9999990085,0.0279664552,1.2705394198087E-015,4.81561810539316E-018
121,0.1284269391,0.0142385552,1,1,1,1,1,0.9999997505,0.022941047,4.49787828108945E-017,9.43362141657988E-020
122,0.1286591524,0.0140206276,1,1,1,1,1,0.9999998193,0.0204732876,1.30087277187011E-017,2.22832952442074E-020
123,0.1281799127,0.0142690286,1,1,1,1,1,0.9999997589,0.0241397162,6.0425834432691E-017,1.31638140384142E-019
124,0.1276362651,0.0146396794,1,1,1,1,1,0.9999996153,0.0295287956,4.66218548796221E-016,1.409370703778E-018
125,0.1274566769,0.0141764577,1,1,1,1,1,0.9999998449,0.0263861332,5.88893911389231E-017,1.22798947694315E-019
126,0.1278168779,0.013993834,1,1,1,1,1,0.9999998753,0.0234171652,1.89533005723796E-017,3.30681487246349E-020
127,0.1272917737,0.013802624,1,1,1,1,1,0.9999999309,0.0240044981,9.66187352718979E-018,1.45413539453229E-020
128,0.128241685,0.013927755,1,1,1,1,1,0.9999998713,0.0212940585,1.03635290632357E-017,1.66694482088364E-020
129,0.1275180677,0.0141585347,1,1,1,1,1,0.9999998467,0.0259738146,5.1986729646667E-017,1.06421783628921E-019
130,0.1293955414,0.0133468187,1,1,1,1,1,0.9999999388,0.0138171899,1.8493710956172E-019,1.58535757714119E-022
131,0.1285924923,0.0128726058,1,1,1,1,1,0.9999999855,0.0131690766,1.58892139727631E-020,8.46111802153322E-024
132,0.1278496823,0.0136019824,1,1,1,1,1,0.9999999435,0.0203058666,2.27437315683126E-018,2.74527178736166E-021
133,0.1278408606,0.0131737242,1,1,1,1,1,0.9999999784,0.0172848575,1.85732488114516E-019,1.44624833262394E-022
134,0.127421587,0.0133561118,1,1,1,1,1,0.9999999725,0.0200308812,7.37227166990066E-019,7.11957898038778E-022
135,0.1271285434,0.0126483729,1,1,1,1,1,0.9999999958,0.01598343,1.01867727094307E-020,4.54791317086774E-024
136,0.1261546747,0.0122690178,1,1,1,1,1,0.9999999991,0.0165130452,1.43562529490803E-021,4.23070089444666E-025
137,0.1247403037,0.0122487301,1,1,1,1,1,0.9999999996,0.0217007185,3.71260779639353E-021,1.16950257191462E-024
138,0.1255338335,0.0111584208,1,1,1,1,1,1,0.0110599783,2.00764932181185E-025,1.15607985905705E-029
139,0.1274454465,0.0111618207,1,1,1,1,1,1,0.0069687878,3.41779358929517E-026,1.70022688580219E-030
140,0.12665237,0.0116774471,1,1,1,1,1,0.9999999998,0.011233462,8.46796337803101E-024,1.04291651996166E-027
141,0.1262841025,0.0121421486,1,1,1,1,1,0.9999999994,0.0152053543,5.00023175855545E-022,1.23351285700909E-025
142,0.1266704071,0.0125812088,1,1,1,1,1,0.9999999972,0.0170089072,9.01641079088469E-021,3.81727406374861E-024
143,0.1269074116,0.0123103295,1,1,1,1,1,0.9999999986,0.0144166269,1.08331566945232E-021,3.20766609305821E-025
144,0.1265120652,0.0128439844,1,1,1,1,1,0.9999999947,0.0195011769,5.87846175033488E-020,3.43033494083944E-023
145,0.1260889572,0.0127976288,1,1,1,1,1,0.9999999962,0.0207461101,5.88944058168169E-020,3.34216273729215E-023
146,0.1269744256,0.0128480268,1,1,1,1,1,0.9999999934,0.0178864465,4.33458354388185E-020,2.47170274649531E-023
147,0.1271621243,0.012574084,1,1,1,1,1,0.9999999965,0.015379863,5.9418836265658E-021,2.41817445135731E-024
148,0.1256143604,0.0123603804,1,1,1,1,1,0.9999999991,0.0191189472,4.23471555995533E-021,1.45511075675421E-024
149,0.1266065058,0.012143767,1,1,1,1,1,0.9999999992,0.0142273494,3.91396569131103E-022,9.46930547620872E-026
150,0.1259538599,0.0120177104,1,1,1,1,1,0.9999999996,0.0154004947,2.49201499459018E-022,5.29856388712209E-026
151,0.1267424279,0.0126402639,1,1,1,1,1,0.9999999966,0.0171871123,1.28230899372793E-020,5.80632229889266E-024
152,0.1267793075,0.0120013044,1,1,1,1,1,0.9999999995,0.0128284338,1.11689527981573E-022,2.19284656716262E-026
153,0.1251313053,0.0122396928,1,1,1,1,1,0.9999999995,0.0200235509,2.56738616519408E-021,7.78876101484228E-025
154,0.1244379448,0.0124860685,1,1,1,1,1,0.9999999993,0.0251609846,2.47160382953655E-020,1.07196706210803E-023
155,0.1259252024,0.0131567703,1,1,1,1,1,0.999999991,0.0243914763,6.19793650276493E-019,5.28700580625166E-022
156,0.1273109028,0.0134780008,1,1,1,1,1,0.9999999654,0.0213653928,1.60362944683601E-018,1.76299482014713E-021
157,0.1269867949,0.0133097615,1,1,1,1,1,0.9999999794,0.021300842,7.50810809930276E-019,7.08148757659931E-022
158,0.1265616807,0.0144242709,1,1,1,1,1,0.9999998222,0.0327772773,3.21344783958973E-016,8.60486701021727E-019
159,0.1241586685,0.0121211245,1,1,1,1,1,0.9999999998,0.0231249998,2.29534826380423E-021,6.35065826885409E-025
160,0.1244983202,0.0110999411,1,1,1,1,1,1,0.013654669,3.00721039204345E-025,1.69919824484883E-029
161,0.1253120718,0.0113671675,1,1,1,1,1,1,0.0129813119,1.75625691463687E-024,1.46317263058234E-028
162,0.1251547442,0.012469517,1,1,1,1,1,0.999999999,0.0218321602,1.29263563714139E-020,5.24833631001191E-024
163,0.1233722583,0.0109077861,1,1,1,1,1,1,0.0160680634,1.32436793012844E-025,5.82276674490952E-030
164,0.1250655655,0.0116348884,1,1,1,1,1,0.9999999999,0.0156065568,2.30702346204038E-023,2.98938364214051E-027
165,0.1268612213,0.0117685443,1,1,1,1,1,0.9999999997,0.0112311242,1.54183449088332E-023,2.14672682509048E-027
166,0.1272436704,0.0114501851,1,1,1,1,1,0.9999999999,0.0086722732,6.59879630214751E-025,5.43455726497772E-029
167,0.1269244764,0.0114771052,1,1,1,1,1,0.9999999999,0.0094898559,1.12596009941695E-024,9.92279599815134E-029
168,0.1255330431,0.0124096123,1,1,1,1,1,0.999999999,0.0198180481,6.39378542466987E-021,2.35101830178359E-024
169,0.1253414824,0.0117543445,1,1,1,1,1,0.9999999999,0.0155447702,4.96536615756446E-023,7.54733808137136E-027
170,0.1255460996,0.0108938233,1,1,1,1,1,1,0.009513343,1.38879532539283E-026,4.96311151983725E-031
171,0.1229346576,0.0117157295,1,1,1,1,1,1,0.0251387562,2.72062842355099E-022,4.6450082636111E-026
172,0.1229116292,0.0115904927,1,1,1,1,1,1,0.0240343487,1.00043793020545E-022,1.41956695885999E-026
173,0.1207823812,0.0110157265,1,1,1,1,1,1,0.0296063912,4.28928096334921E-024,2.82935701622632E-028
174,0.1202976985,0.0117157312,1,1,1,1,1,1,0.0415908137,2.37679832602011E-021,4.9085071700376E-025
175,0.1217727627,0.0115695028,1,1,1,1,1,1,0.02992412,2.20804291104059E-022,3.30170176909539E-026
176,0.1210462668,0.0112123368,1,1,1,1,1,1,0.0302547041,2.00103486927156E-023,1.8013424887685E-027
177,0.1217432097,0.0109624702,1,1,1,1,1,1,0.0236601297,1.06267829760818E-024,5.90079652797506E-029
178,0.1215738304,0.0125900788,1,1,1,1,1,0.9999999998,0.0433049645,3.92803303783727E-019,2.31083958458729E-022
179,0.1227537855,0.0119759728,1,1,1,1,1,0.9999999999,0.0287196438,2.36540956649547E-021,5.91684989804998E-025
180,0.1223268459,0.0121698871,1,1,1,1,1,0.9999999999,0.0332826663,1.35441866473483E-020,4.51935740323578E-024
181,0.1207279718,0.0111792991,1,1,1,1,1,1,0.0318596549,1.98514663971543E-023,1.73525721785622E-027
182,0.1209714261,0.0107215654,1,1,1,1,1,1,0.0252323339,2.0858661632334E-025,7.96105678778432E-030
183,0.1217763608,0.010215573,1,1,1,1,1,1,0.0165164677,3.63861350495783E-028,4.61875589325111E-033
184,0.1216540624,0.0116945807,1,1,1,1,1,1,0.0320393264,6.64289263593081E-022,1.20627551024842E-025
185,0.1234069724,0.011436163,1,1,1,1,1,1,0.0203412937,1.7641697719384E-023,1.8993764648395E-027
186,0.1247378175,0.0096425241,1,1,1,1,1,1,0.0051514813,5.9781056083078E-033,1.40561500130097E-038
187,0.124608787,0.0102885958,1,1,1,1,1,1,0.0083818254,4.03303149236075E-029,4.59838037252193E-034
188,0.1246521672,0.0103497226,1,1,1,1,1,1,0.0086114188,8.03863893978869E-029,1.04282103484283E-033
189,0.1244545356,0.0097398519,1,1,1,1,1,1,0.0060233946,3.48289719369824E-032,1.08982286979528E-037
190,0.1227312955,0.010553972,1,1,1,1,1,1,0.0156273705,6.21845139305461E-027,1.46895679665427E-031
191,0.1218741011,0.0111051268,1,1,1,1,1,1,0.0244346629,3.59599419420225E-024,2.53203464581712E-028
192,0.1220557034,0.0113920624,1,1,1,1,1,1,0.026430246,3.92746407583421E-023,4.37012906807319E-027
193,0.121925488,0.0109974323,1,1,1,1,1,1,0.0230928858,1.25052173539007E-024,7.27605230281393E-029
194,0.1216254925,0.011700332,1,1,1,1,1,1,0.0322809064,7.11620641655438E-022,1.30580137699633E-025
195,0.1220594346,0.0117533381,1,1,1,1,1,1,0.0302682668,7.54758805346017E-022,1.44953020629743E-025
196,0.1213343042,0.0106617031,1,1,1,1,1,1,0.0226950009,7.93308566961878E-026,2.61835134835347E-030
197,0.121268659,0.0103505635,1,1,1,1,1,1,0.0199476642,2.96276621952875E-027,5.26816891430646E-032
198,0.1208598832,0.0113299701,1,1,1,1,1,1,0.0328016732,6.55187396399964E-023,7.2407158859727E-027
199,0.1198510101,0.0115869404,1,1,1,1,1,1,0.0433357818,1.26426838589947E-021,2.23636516841473E-025
200,0.1189152593,0.0117177052,1,1,1,1,1,1,0.0532370334,7.36509500736204E-021,1.6852325540245E-024
201,0.1197131723,0.0116358227,1,1,1,1,1,1,0.0451155893,2.07178237144733E-021,3.97723847393552E-025
202,0.119388379,0.0106529234,1,1,1,1,1,1,0.0343790852,4.89114438729178E-025,1.88160683678847E-029
203,0.1182422429,0.0108532341,1,1,1,1,1,1,0.0463997474,9.97734601953098E-024,6.11143589320346E-028
204,0.1181461236,0.0112106883,1,1,1,1,1,1,0.0527618424,2.53820139982169E-022,2.8641464603142E-026
205,0.1181374897,0.0109595453,1,1,1,1,1,1,0.0489674108,2.8943790854274E-023,2.15307175415945E-027
206,0.1175631237,0.0104016707,1,1,1,1,1,1,0.0456585417,2.29985182312654E-025,6.38903785336637E-030
207,0.1173691416,0.011141931,1,1,1,1,1,1,0.0595101818,2.80354190980053E-022,3.01087986678975E-026
208,0.1170423517,0.0096588947,1,1,1,1,1,1,0.0388306058,7.64837180116337E-029,4.26236656925742E-034
209,0.1163111986,0.0098999553,1,1,1,1,1,1,0.0497170549,3.35436419229072E-027,3.58741909771332E-032
210,0.1159903563,0.0093883568,1,1,1,1,1,1,0.0442642571,7.38927276128884E-030,2.2972591546605E-035
211,0.1157793585,0.0100248637,1,1,1,1,1,1,0.0577411533,2.49429890139796E-026,3.72466215611238E-031
212,0.1165614271,0.0095398611,1,1,1,1,1,1,0.0412798027,2.85507129609419E-029,1.24023876659683E-034
213,0.117078061,0.0091563578,1,1,1,1,1,1,0.0310795764,6.80773430436892E-032,9.74912941142214E-038
214,0.1172386315,0.0092085359,1,1,1,1,1,1,0.0306014071,1.20852917797577E-031,1.97543786929788E-037
215,0.1167650673,0.0095181384,1,1,1,1,1,1,0.039086977,1.68224505122394E-029,6.75699285991443E-035
216,0.1167687165,0.0092709148,1,1,1,1,1,1,0.0352453499,5.44580963625765E-031,1.12242690081547E-036
217,0.1173583753,0.0088859232,1,1,1,1,1,1,0.0253820251,6.58625932897077E-034,3.98552867405273E-040
218,0.1161256578,0.0090719147,1,1,1,1,1,1,0.0377400212,6.50433653579993E-032,8.13785583698506E-038
219,0.1159726862,0.0088645914,1,1,1,1,1,1,0.0357843074,3.0712587959198E-033,2.06775723472747E-039
220,0.1163926651,0.0101828139,1,1,1,1,1,1,0.0537167809,7.46207259271613E-026,1.47535862823792E-030
221,0.1162601269,0.0094787461,1,1,1,1,1,1,0.0431331946,1.81363770571002E-029,6.95061656430146E-035
222,0.1155363802,0.0091251631,1,1,1,1,1,1,0.0443227323,3.08429165430227E-031,4.84440010533379E-037
223,0.1158827491,0.0092232531,1,1,1,1,1,1,0.0425317429,8.31607889853342E-031,1.66120084782707E-036
224,0.1148791995,0.0093503786,1,1,1,1,1,1,0.0557717361,1.69061365407569E-029,5.38205756162246E-035
225,0.1141416552,0.0088000029,1,1,1,1,1,1,0.0540265545,1.29788287739832E-032,8.97645223484564E-039
226,0.1150027994,0.0091348427,1,1,1,1,1,1,0.0502565865,7.00873055757893E-031,1.20648897483869E-036
227,0.1143463763,0.0093988141,1,1,1,1,1,1,0.0634547878,6.12796565175868E-029,2.35692735121327E-034
228,0.1144926338,0.0091040796,1,1,1,1,1,1,0.0557054451,8.55181291726723E-031,1.43131974581369E-036
229,0.113151164,0.0092555885,1,1,1,1,1,1,0.0776745136,3.79812240884041E-029,1.14048774170639E-034
230,0.1137287216,0.0089735235,1,1,1,1,1,1,0.0630189759,3.30772682062039E-031,4.13019596017985E-037
231,0.1120770629,0.0086843187,1,1,1,1,1,1,0.0821620349,3.36041914040422E-032,2.09046257292861E-038
232,0.1122549947,0.0086181131,1,1,1,1,1,1,0.0775124885,8.98163742335588E-033,4.38284569773368E-039
233,0.1126800112,0.0085680217,1,1,1,1,1,1,0.0694469163,2.15252336897858E-033,8.37158254164713E-040
234,0.1133377494,0.0085689503,1,1,1,1,1,1,0.0597921494,8.63540586956134E-034,3.08217145567531E-040
